Filename,Class_Label,Brightness,Blurriness,SNR
perfect_light_0.jpg,perfect_light_perfect_blur_perfect_noise,114.55811246141975,11270.623185446919,2.121340786551419
perfect_light_1.jpg,perfect_light_low_blur_low_noise,96.52801793981482,290.8502394825103,1.604971570477877
perfect_light_2.jpg,perfect_light_perfect_blur_low_noise,77.25053722993827,13774.81650485325,1.6827987998633298
perfect_light_3.jpg,perfect_light_perfect_blur_heavy_noise,85.9699609375,10824.218819321428,1.484924542981929
perfect_light_4.jpg,perfect_light_perfect_blur_low_noise,76.07609616126543,6399.18676387201,1.759897564748234
perfect_light_5.jpg,perfect_light_perfect_blur_low_noise,97.69991415895062,8127.814706503582,1.5733078785795362
perfect_light_6.jpg,perfect_light_heavy_blur_perfect_noise,115.00753472222222,8.385762867627744,2.3294572602346597
perfect_light_7.jpg,perfect_light_heavy_blur_low_noise,85.96667824074073,3.347603684374277,1.59859407508204
perfect_light_8.jpg,perfect_light_perfect_blur_heavy_noise,87.0592013888889,15802.316039598925,1.4758544996617937
perfect_light_9.jpg,perfect_light_perfect_blur_perfect_noise,115.3326919367284,11100.271627801934,2.1023693525869396
perfect_light_10.jpg,perfect_light_perfect_blur_low_noise,78.3469955632716,19797.273741314733,1.6280730310353897
perfect_light_11.jpg,perfect_light_perfect_blur_perfect_noise,115.27369068287037,455.7053538406152,2.2408679509593488
perfect_light_12.jpg,perfect_light_low_blur_low_noise,85.68839361496913,354.39662516997123,1.5790990556602498
perfect_light_13.jpg,perfect_light_heavy_blur_low_noise,85.76496334876543,20.8946922885936,1.5873313226047538
perfect_light_14.jpg,perfect_light_perfect_blur_perfect_noise,115.25327449845679,445.86576225416803,2.2853054246855913
perfect_light_15.jpg,perfect_light_perfect_blur_low_noise,77.46245273919753,17046.3871664614,1.6659787207499048
perfect_light_16.jpg,perfect_light_heavy_blur_perfect_noise,115.16817418981482,59.41807869458609,2.274145567184183
perfect_light_17.jpg,perfect_light_perfect_blur_perfect_noise,75.58588300540123,385.56231336156935,1.940367089571642
perfect_light_18.jpg,perfect_light_perfect_blur_low_noise,97.36856336805556,4472.7059214502515,1.61119627820074
perfect_light_19.jpg,perfect_light_low_blur_low_noise,97.09688609182099,280.7434494312389,1.6270645850770171
perfect_light_20.jpg,perfect_light_perfect_blur_low_noise,99.26053240740741,20393.158957696814,1.5491885255023303
perfect_light_21.jpg,perfect_light_heavy_blur_perfect_noise,74.61862268518519,2.7159605813322805,2.067017212035339
perfect_light_22.jpg,perfect_light_perfect_blur_low_noise,98.4572304205247,18995.631647999868,1.538566131063845
perfect_light_23.jpg,perfect_light_low_blur_heavy_noise,86.72196952160493,356.6743772351499,1.534000673395249
perfect_light_24.jpg,perfect_light_heavy_blur_low_noise,89.96772135416667,37.69753471550101,1.6240200406988705
perfect_light_25.jpg,perfect_light_perfect_blur_perfect_noise,110.27356963734567,1650.9674560970495,1.8229909912525304
perfect_light_26.jpg,perfect_light_perfect_blur_perfect_noise,74.24244068287037,5352.182698567041,1.838927063908111
perfect_light_27.jpg,perfect_light_perfect_blur_perfect_noise,113.70477719907407,461.60053329845823,1.8334544639567671
perfect_light_28.jpg,perfect_light_perfect_blur_low_noise,104.96626880787036,465.37119389960986,1.7385784130870408
perfect_light_29.jpg,perfect_light_heavy_blur_low_noise,85.87202353395061,8.064131943550453,1.5424680679510983
perfect_light_30.jpg,perfect_light_heavy_blur_low_noise,75.73598668981481,2.629038849633032,1.7396377070442348
perfect_light_31.jpg,perfect_light_perfect_blur_perfect_noise,118.66070023148148,23699.47778468967,2.157866459470021
perfect_light_32.jpg,perfect_light_perfect_blur_perfect_noise,117.30155719521605,18268.97128220165,2.216244904529409
perfect_light_33.jpg,perfect_light_perfect_blur_heavy_noise,85.14704619984568,2315.4545712043664,1.494238535003637
perfect_light_34.jpg,perfect_light_perfect_blur_low_noise,106.02053481867284,465.0295382049412,1.7510199517277871
perfect_light_35.jpg,perfect_light_perfect_blur_low_noise,113.14306568287037,9786.842868266132,1.7799011779745622
perfect_light_36.jpg,perfect_light_heavy_blur_perfect_noise,68.32975742669753,14.647387106930239,2.133000434358386
perfect_light_37.jpg,perfect_light_perfect_blur_perfect_noise,108.25181278935185,463.83084408070044,1.7891257999586245
perfect_light_38.jpg,perfect_light_perfect_blur_low_noise,79.68223765432099,2451.627150761161,1.7272736508681104
perfect_light_39.jpg,perfect_light_perfect_blur_low_noise,82.76945360725308,20524.83405926234,1.5754709141305687
perfect_light_40.jpg,perfect_light_heavy_blur_perfect_noise,66.16676890432099,15.3616189057664,2.2692484942210713
perfect_light_41.jpg,perfect_light_perfect_blur_low_noise,80.07969955632716,8642.712147819571,1.6318398721700207
perfect_light_42.jpg,perfect_light_perfect_blur_low_noise,75.41781442901235,8900.591619630248,1.742913307712522
